,pm10,pm25,so2,co,o3,no2,categori
450,0.27439024390243905,0.5341614906832298,0.5374999999999999,0.19512195121951223,0.18181818181818182,0.22580645161290325,1
451,0.3170731707317073,0.6149068322981367,0.21250000000000002,0.2682926829268293,0.1608391608391609,0.33870967741935487,0
452,0.3048780487804878,0.5279503105590062,0.3875,0.2682926829268293,0.1608391608391609,0.27419354838709675,1
453,0.3536585365853659,0.639751552795031,0.43750000000000006,0.36585365853658536,0.08391608391608393,0.22580645161290325,0
454,0.2987804878048781,0.6459627329192547,0.43750000000000006,0.21951219512195122,0.09790209790209789,0.1774193548387097,0
455,0.36585365853658536,0.7763975155279502,0.45,0.21951219512195122,0.13286713286713286,0.16129032258064518,0
456,0.24390243902439024,0.5031055900621118,0.43750000000000006,0.17073170731707318,0.13986013986013984,0.22580645161290325,1
457,0.2195121951219512,0.40372670807453415,0.43750000000000006,0.24390243902439027,0.1048951048951049,0.2580645161290323,1
458,0.0,0.13043478260869568,0.275,0.02439024390243902,0.05594405594405594,0.01612903225806453,2
459,0.12195121951219515,0.27950310559006214,0.45,0.12195121951219512,0.07692307692307693,0.2096774193548387,1
460,0.036585365853658555,0.21118012422360244,0.22500000000000003,0.09756097560975613,0.09790209790209789,0.14516129032258068,2
461,0.28658536585365857,0.5527950310559007,0.22500000000000003,0.6829268292682927,0.07692307692307693,0.5483870967741936,0
462,0.1951219512195122,0.39130434782608703,0.275,0.24390243902439027,0.09790209790209789,0.4032258064516129,1
463,0.09146341463414634,0.25465838509316774,0.3625000000000001,0.048780487804878064,0.06993006993006995,0.04838709677419356,1
464,0.06097560975609756,0.18012422360248448,0.35,0.048780487804878064,0.06293706293706294,0.04838709677419356,2
465,0.10365853658536586,0.2608695652173913,0.6125,0.07317073170731708,0.04195804195804195,0.14516129032258068,1
466,0.22560975609756095,0.39751552795031064,0.4000000000000001,0.12195121951219512,0.06993006993006995,0.2903225806451613,1
467,0.18292682926829268,0.39751552795031064,0.3625000000000001,0.17073170731707318,0.1118881118881119,0.2419354838709678,1
468,0.18902439024390244,0.3850931677018633,0.6000000000000001,0.17073170731707318,0.1608391608391609,0.2419354838709678,1
469,0.2621951219512195,0.4782608695652174,0.35,0.41463414634146345,0.09090909090909091,0.4516129032258065,1
470,0.21341463414634143,0.40372670807453415,0.35,0.3170731707317074,0.15384615384615385,0.3870967741935485,1
471,0.20121951219512196,0.40993788819875776,0.3625000000000001,0.24390243902439027,0.13286713286713286,0.32258064516129037,1
472,0.23780487804878048,0.4658385093167702,0.26250000000000007,0.5365853658536586,0.15384615384615385,0.6290322580645161,1
473,0.24390243902439024,0.4658385093167702,0.3375,0.3902439024390244,0.1048951048951049,0.6612903225806452,1
474,0.3170731707317073,0.6521739130434783,0.3375,0.3414634146341463,0.13986013986013984,0.4516129032258065,0
475,0.24390243902439024,0.49689440993788814,0.3375,0.21951219512195122,0.16783216783216787,0.2096774193548387,1
476,0.28658536585365857,0.5900621118012422,0.37500000000000006,0.2682926829268293,0.16783216783216787,0.2580645161290323,0
477,0.2195121951219512,0.4658385093167702,0.37500000000000006,0.17073170731707318,0.13986013986013984,0.27419354838709675,1
478,0.28658536585365857,0.5714285714285714,0.2875000000000001,0.3170731707317074,0.11888111888111891,0.3548387096774193,0
479,0.25,0.515527950310559,0.30000000000000004,0.17073170731707318,0.21678321678321677,0.22580645161290325,1
480,0.31097560975609756,0.6086956521739131,0.30000000000000004,0.24390243902439027,0.17482517482517484,0.30645161290322587,0
481,0.27439024390243905,0.5341614906832298,0.3375,0.24390243902439027,0.20279720279720276,0.33870967741935487,1
482,0.2621951219512195,0.5217391304347826,0.26250000000000007,0.24390243902439027,0.13286713286713286,0.2580645161290323,1
483,0.22560975609756095,0.4285714285714286,0.32500000000000007,0.19512195121951223,0.1258741258741259,0.2580645161290323,1
484,0.25,0.5093167701863355,0.3875,0.17073170731707318,0.13986013986013984,0.2419354838709678,1
485,0.20731707317073172,0.422360248447205,0.2375,0.19512195121951223,0.1258741258741259,0.30645161290322587,1
486,0.17073170731707316,0.37267080745341613,0.24999999999999994,0.29268292682926833,0.1258741258741259,0.3548387096774193,1
487,0.22560975609756095,0.4347826086956521,0.26250000000000007,0.24390243902439027,0.13986013986013984,0.32258064516129037,1
488,0.22560975609756095,0.36024844720496896,0.26250000000000007,0.19512195121951223,0.08391608391608393,0.4838709677419355,1
489,0.21341463414634143,0.3354037267080746,0.24999999999999994,0.17073170731707318,0.06993006993006995,0.22580645161290325,1
490,0.23170731707317072,0.35403726708074534,0.30000000000000004,0.19512195121951223,0.08391608391608393,0.27419354838709675,1
491,0.2682926829268293,0.39751552795031064,0.3625000000000001,0.29268292682926833,0.04195804195804195,0.370967741935484,1
